query_id,class,x_hex,y_hex,site_a,site_b,expected_kind,expected_status,expected_region_id
1139,random,0x1.6859c08a40000p+3,0x1.efcd8f8400000p+0,,,,,
1140,random,0x1.6c061f9640000p+3,0x1.5063eea100000p+2,,,,,
1141,random,0x1.fba28e1b80000p+2,0x1.e4655e6300000p+2,,,,,
1142,random,0x1.0cfbc98340000p+3,0x1.51fef34c00000p+0,,,,,
1143,random,0x1.6480e648c0000p+3,0x1.e66fedf600000p+1,,,,,
1144,random,0x1.8dd6328180000p+2,0x1.66293dde00000p+1,,,,,
1145,random,0x1.5a0ca1f240000p+3,0x1.c3829a3500000p+2,,,,,
1146,random,0x1.b4bfd73b80000p+2,0x1.fc25cf2b00000p+2,,,,,
1147,random,0x1.26540cd080000p+2,0x1.e60028cb00000p+2,,,,,
1148,random,0x1.de45306200000p+0,0x1.b6f70a0f00000p+2,,,,,
1149,random,0x1.59c6d57800000p-2,0x1.a882690000000p-6,,,,,
1150,random,0x1.15bc970d40000p+3,0x1.0662e7ab00000p+2,,,,,
1151,random,0x1.491139f8c0000p+3,0x1.474fe29a00000p+1,,,,,
1152,random,0x1.7eb5c6ae40000p+3,0x1.9b3e0c3200000p+1,,,,,
1153,random,0x1.6d19682d40000p+3,0x1.72363a4b00000p+2,,,,,
1154,random,0x1.ce6a29d800000p-2,0x1.3835af0200000p+1,,,,,
1155,random,0x1.2120777f00000p+1,0x1.28c8415800000p-1,,,,,
1156,random,0x1.2c7ba116c0000p+3,0x1.688a635a00000p+1,,,,,
1157,random,0x1.7d41650bc0000p+3,0x1.2a44123f00000p+2,,,,,
1158,random,0x1.5a99d67480000p+2,0x1.659bdfe500000p+2,,,,,
1159,random,0x1.03c2daeec0000p+3,0x1.8f6e05eb00000p+2,,,,,
1160,random,0x1.a79b218b00000p+1,0x1.656d4edb00000p+2,,,,,
1161,random,0x1.29c4770a80000p+2,0x1.bb6d7dc000000p-4,,,,,
1162,random,0x1.5c3ae18c00000p-1,0x1.5ac4e2b800000p-1,,,,,
1163,random,0x1.f019979d80000p+2,0x1.73e37b8700000p+2,,,,,
1164,random,0x1.2e1b5c6080000p+2,0x1.8f851ac300000p+2,,,,,
1165,random,0x1.64490d59c0000p+3,0x1.7e540d5b00000p+2,,,,,
1166,random,0x1.53cb425500000p+1,0x1.b55271cc00000p+0,,,,,
1167,random,0x1.12af11eb40000p+3,0x1.6f8c8a7700000p+2,,,,,
1168,random,0x1.ec75d64d00000p+1,0x1.5444e0f200000p+1,,,,,
1169,random,0x1.034eb1a1c0000p+3,0x1.b883eaf400000p+0,,,,,
1170,random,0x1.64e06d3580000p+2,0x1.5433432300000p+2,,,,,
1171,random,0x1.7eaffe8600000p+0,0x1.97b0d0e400000p+0,,,,,
1172,random,0x1.1b610c79c0000p+3,0x1.8a96b36e00000p+1,,,,,
1173,random,0x1.05870da4c0000p+3,0x1.96bd2e7f00000p+2,,,,,
1174,random,0x1.26b986d7c0000p+3,0x1.d34fc18900000p+2,,,,,
1175,random,0x1.3a54ac1200000p+0,0x1.f0c573e100000p+2,,,,,
1176,random,0x1.c5b69d7980000p+2,0x1.2df06b5f00000p+2,,,,,
1177,random,0x1.cd081c7000000p-3,0x1.0854157700000p+2,,,,,
1178,random,0x1.2277153140000p+3,0x1.9300fba900000p+2,,,,,
1179,random,0x1.0b2cfbaf40000p+3,0x1.38c7183200000p+1,,,,,
1180,random,0x1.5f20a74a00000p+0,0x1.4a7d5cc900000p+2,,,,,
1181,random,0x1.3b1ce69180000p+2,0x1.7167c2a500000p+2,,,,,
1182,random,0x1.5f5ba5b840000p+3,0x1.9a25f2b500000p+2,,,,,
1183,random,0x1.5362627f40000p+3,0x1.242e853100000p+2,,,,,
1184,random,0x1.0eb678a240000p+3,0x1.3f6188da00000p+1,,,,,
1185,random,0x1.0d7b161200000p+0,0x1.1376d72e00000p+1,,,,,
1186,random,0x1.12074eafc0000p+3,0x1.bd58624000000p-4,,,,,
1187,random,0x1.a8d96d2700000p+1,0x1.f45ef1f900000p+2,,,,,
1188,random,0x1.7234bfc8c0000p+3,0x1.c6aab0f900000p+2,,,,,
1189,random,0x1.4b53c675c0000p+3,0x1.9d14a26600000p+1,,,,,
1190,random,0x1.365f725580000p+2,0x1.44cc0c3e00000p+1,,,,,
1191,random,0x1.6645704480000p+2,0x1.547f6a9700000p+2,,,,,
1192,random,0x1.9a60c3d600000p+0,0x1.2bb1050000000p-6,,,,,
1193,random,0x1.66b91b6d80000p+2,0x1.172ce01e00000p+1,,,,,
1194,random,0x1.25dc3dbc00000p-1,0x1.7bc81c8500000p+2,,,,,
1195,random,0x1.1e8e0bb240000p+3,0x1.fe159cb500000p+2,,,,,
1196,random,0x1.f99ad1c980000p+2,0x1.ed30a69600000p+1,,,,,
1197,random,0x1.fc6c51a580000p+2,0x1.3d0e1be000000p-3,,,,,
1198,random,0x1.3b3525e040000p+3,0x1.791dfaa900000p+2,,,,,
1199,random,0x1.099ac4cd80000p+2,0x1.bb2b168c00000p+0,,,,,
1200,random,0x1.10b894cb00000p+1,0x1.4b5885f400000p+0,,,,,
1201,random,0x1.f539ad8f80000p+2,0x1.d369bade00000p+1,,,,,
1202,random,0x1.8086ae5980000p+2,0x1.2aca3b6a00000p+1,,,,,
1203,random,0x1.12658b8b40000p+3,0x1.fd0df1e900000p+2,,,,,
1204,random,0x1.d529a6c200000p+0,0x1.1606aa0a00000p+1,,,,,
1205,random,0x1.7331303fc0000p+3,0x1.8c6a04bf00000p+2,,,,,
1206,random,0x1.4a4d1f1e00000p+0,0x1.ccc5de4d00000p+2,,,,,
1207,random,0x1.01c4c351c0000p+3,0x1.37af633d00000p+2,,,,,
1208,random,0x1.6864717080000p+2,0x1.01d8763200000p+1,,,,,
1209,random,0x1.128364c380000p+2,0x1.4764ef7200000p+1,,,,,
1210,random,0x1.064edb9d40000p+3,0x1.f865668d00000p+2,,,,,
1211,random,0x1.ac761c1100000p+1,0x1.7f930df700000p+2,,,,,
1212,random,0x1.0a3fc80680000p+2,0x1.8261abd800000p-1,,,,,
1213,random,0x1.31ea86bc00000p-1,0x1.bb86058800000p-1,,,,,
1214,random,0x1.58bbad7000000p-3,0x1.612949a200000p+1,,,,,
1215,random,0x1.54b44d9240000p+3,0x1.e268c29a00000p+1,,,,,
1216,random,0x1.9c44b1fd80000p+2,0x1.f81f0f6a00000p+1,,,,,
1217,random,0x1.67070834c0000p+3,0x1.c932767e00000p+1,,,,,
1218,random,0x1.2f8b75a580000p+2,0x1.be74f5a100000p+2,,,,,
1219,random,0x1.66acb27ec0000p+3,0x1.6e42839700000p+2,,,,,
1220,random,0x1.c3a40db300000p+1,0x1.98d1b8b900000p+2,,,,,
1221,random,0x1.0286439fc0000p+3,0x1.e591fa0900000p+2,,,,,
1222,random,0x1.f208548500000p+1,0x1.7015dc8100000p+2,,,,,
1223,random,0x1.69f9e74940000p+3,0x1.75dfde0400000p+0,,,,,
1224,random,0x1.60ad4e3fc0000p+3,0x1.9165b8be00000p+1,,,,,
1225,random,0x1.28e71e0e80000p+2,0x1.28d6f38100000p+2,,,,,
1226,random,0x1.184cbb9a80000p+2,0x1.bad284cb00000p+2,,,,,
1227,random,0x1.58c190d5c0000p+3,0x1.0531646e00000p+1,,,,,
1228,random,0x1.11c1e1efc0000p+3,0x1.ee73b46100000p+2,,,,,
1229,random,0x1.7cec5cdec0000p+3,0x1.6dbef8e000000p-3,,,,,
1230,random,0x1.c6c83d2d80000p+2,0x1.80c3387400000p+0,,,,,
1231,random,0x1.3a9c729c40000p+3,0x1.be61ccd500000p+2,,,,,
1232,random,0x1.8c4a63bb00000p+1,0x1.f9e6425700000p+2,,,,,
1233,random,0x1.51dfe8ab00000p+1,0x1.63de42a100000p+2,,,,,
1234,random,0x1.8b12cf3a00000p+0,0x1.a514f10700000p+2,,,,,
1235,random,0x1.2e96bed440000p+3,0x1.51da7ba300000p+2,,,,,
1236,random,0x1.49452c0440000p+3,0x1.1de919ae00000p+1,,,,,
1237,random,0x1.19b8063d80000p+2,0x1.247b901700000p+2,,,,,
1238,random,0x1.0f8a675080000p+2,0x1.2e7c8da900000p+2,,,,,
1239,random,0x1.f91dd67e80000p+2,0x1.8c24fef000000p-2,,,,,
1240,random,0x1.654b7bf900000p+1,0x1.784359cc00000p+0,,,,,
1241,random,0x1.2e5e34ed80000p+2,0x1.05bcad9400000p+0,,,,,
1242,random,0x1.2480bd15c0000p+3,0x1.6aada5f000000p-2,,,,,
1243,random,0x1.060d420700000p+1,0x1.0a3205c300000p+2,,,,,
1244,random,0x1.8af7c3e680000p+2,0x1.2b20ec5f00000p+2,,,,,
1245,random,0x1.b960c91500000p+1,0x1.261ca15200000p+1,,,,,
1246,random,0x1.4f190c5040000p+3,0x1.73443ade00000p+1,,,,,
1247,random,0x1.1887387080000p+2,0x1.0210124f00000p+2,,,,,
1248,random,0x1.26214fff80000p+2,0x1.d95f594200000p+1,,,,,
1249,random,0x1.b831d1a480000p+2,0x1.25ad549600000p+1,,,,,
1250,random,0x1.3d35f29000000p-3,0x1.19a3717d00000p+2,,,,,
1251,random,0x1.1b3d1b4900000p+1,0x1.ba11f80500000p+2,,,,,
1252,random,0x1.6a7d92ed00000p+1,0x1.175efd7b00000p+2,,,,,
1253,random,0x1.6a0699c1c0000p+3,0x1.ac8099dc00000p+0,,,,,
1254,random,0x1.7dc4dc7480000p+2,0x1.403a358800000p-1,,,,,
1255,random,0x1.dfa405ba00000p+0,0x1.e1d9217300000p+2,,,,,
1256,random,0x1.daa212ac80000p+2,0x1.ee79b4c500000p+2,,,,,
1257,random,0x1.1228e40f40000p+3,0x1.50a20b8a00000p+1,,,,,
1258,random,0x1.5e55ade980000p+2,0x1.12ce1c9d00000p+2,,,,,
1259,random,0x1.c9d670e580000p+2,0x1.855034e900000p+2,,,,,
1260,random,0x1.71c78b5800000p-2,0x1.e30355dd00000p+2,,,,,
1261,random,0x1.4543de9100000p+1,0x1.bd01cdb900000p+2,,,,,
1262,random,0x1.205629f140000p+3,0x1.063ba32800000p-1,,,,,
1263,random,0x1.c17ba34f80000p+2,0x1.6698160800000p-1,,,,,
1264,random,0x1.9b78dd2980000p+2,0x1.b2e3bcb500000p+2,,,,,
1265,random,0x1.207641b340000p+3,0x1.3cdb374400000p+0,,,,,
1266,random,0x1.44db788400000p-1,0x1.eb2e4a2500000p+2,,,,,
1267,random,0x1.71a832bc80000p+2,0x1.bd27f26100000p+2,,,,,
1268,random,0x1.6d32e1be40000p+3,0x1.eef42ada00000p+1,,,,,
1269,random,0x1.ad214c3080000p+2,0x1.92a0e25b00000p+2,,,,,
1270,random,0x1.a2957ccc80000p+2,0x1.b2366d1800000p-1,,,,,
1271,random,0x1.2e0d6f60c0000p+3,0x1.9566694600000p+1,,,,,
1272,random,0x1.c073ce9e00000p+0,0x1.f4fc387700000p+2,,,,,
1273,random,0x1.3650290100000p+1,0x1.96ab8fe500000p+2,,,,,
1274,random,0x1.7b59d3aa00000p+0,0x1.f7899d9700000p+2,,,,,
1275,random,0x1.8a35ec5080000p+2,0x1.4b614abd00000p+2,,,,,
1276,random,0x1.fde3b01e00000p+0,0x1.42c67aa200000p+1,,,,,
1277,random,0x1.3a243ef2c0000p+3,0x1.1ffd164900000p+2,,,,,
1278,random,0x1.28e67f2e00000p+0,0x1.55750ffc00000p+0,,,,,
1279,random,0x1.06aed86500000p+1,0x1.2340577000000p-2,,,,,
1280,random,0x1.9eba755d00000p+1,0x1.a8057ea800000p-1,,,,,
1281,random,0x1.eae9ff5d00000p+1,0x1.fd79c87800000p-1,,,,,
1282,random,0x1.b253a70c00000p-1,0x1.affd878000000p-5,,,,,
1283,random,0x1.c603a8ce00000p+0,0x1.855d1e4a00000p+1,,,,,
1284,random,0x1.dd160b9c00000p-1,0x1.1c34278100000p+2,,,,,
1285,random,0x1.714ac31780000p+2,0x1.06c21cf000000p-2,,,,,
1286,random,0x1.6f2aca8ec0000p+3,0x1.8cd50aec00000p+0,,,,,
1287,random,0x1.1e0b5f5200000p+0,0x1.30a667ed00000p+2,,,,,
1288,random,0x1.3f54433e80000p+2,0x1.feb7a67f00000p+2,,,,,
1289,random,0x1.376174a600000p+0,0x1.13fa680700000p+2,,,,,
1290,random,0x1.f7e0ce2700000p+1,0x1.c85f071700000p+2,,,,,
1291,random,0x1.da43b3d980000p+2,0x1.99a8517d00000p+2,,,,,
1292,random,0x1.8f7b591600000p+0,0x1.c1cf8c5b00000p+2,,,,,
1293,random,0x1.4712889a40000p+3,0x1.391ac24d00000p+2,,,,,
1294,random,0x1.3f7fea2f80000p+2,0x1.2972534400000p+0,,,,,
1295,random,0x1.93c8202500000p+1,0x1.cea6e7be00000p+1,,,,,
1296,random,0x1.8c1333ef00000p+1,0x1.83d3291b00000p+2,,,,,
1297,random,0x1.759af1d800000p-2,0x1.dba8e16b00000p+2,,,,,
1298,random,0x1.7d326934c0000p+3,0x1.6322dd4c00000p+0,,,,,
1299,random,0x1.eb0a633480000p+2,0x1.c17b7c8000000p-5,,,,,
1300,random,0x1.acaa6b8280000p+2,0x1.3e83c98500000p+2,,,,,
1301,random,0x1.eab8220f00000p+1,0x1.237ad91a00000p+1,,,,,
1302,random,0x1.8cd9e7b600000p+0,0x1.4ad1f74e00000p+1,,,,,
1303,random,0x1.a4f027ee80000p+2,0x1.0778e10800000p-1,,,,,
1304,random,0x1.9c4a8a5580000p+2,0x1.3bf99a0700000p+2,,,,,
1305,random,0x1.0b68ae7fc0000p+3,0x1.c94b852600000p+1,,,,,
1306,random,0x1.7d1e559740000p+3,0x1.ae3675eb00000p+2,,,,,
1307,random,0x1.57e8d6c240000p+3,0x1.82844f3f00000p+2,,,,,
1308,random,0x1.7a3ab41100000p+1,0x1.fd417ce000000p-3,,,,,
1309,random,0x1.1fb3829280000p+2,0x1.24947fa700000p+2,,,,,
1310,random,0x1.a2a9e0a880000p+2,0x1.c0b001a300000p+2,,,,,
1311,random,0x1.2442851fc0000p+3,0x1.3f6ea76a00000p+1,,,,,
1312,random,0x1.6d50bb5ec0000p+3,0x1.14cff62d00000p+2,,,,,
1313,random,0x1.8d78bf2d00000p+1,0x1.648a79bd00000p+2,,,,,
1314,random,0x1.81f5e6b500000p+1,0x1.645e769f00000p+2,,,,,
1315,random,0x1.59dc6563c0000p+3,0x1.60d7f62200000p+1,,,,,
1316,random,0x1.0d8daade80000p+2,0x1.104efa4a00000p+1,,,,,
1317,random,0x1.34eb25f8c0000p+3,0x1.91d5d3a500000p+2,,,,,
1318,random,0x1.079ea8c980000p+2,0x1.b760829100000p+2,,,,,
1319,random,0x1.439cc3c700000p+1,0x1.f4da402400000p+0,,,,,
1320,random,0x1.a9e0436880000p+2,0x1.444bf76700000p+2,,,,,
1321,random,0x1.697127db00000p+1,0x1.1c65aecf00000p+2,,,,,
1322,random,0x1.e22c01d480000p+2,0x1.9f4325f800000p-1,,,,,
1323,random,0x1.2a27853f40000p+3,0x1.2abd205b00000p+2,,,,,
1324,random,0x1.e683739480000p+2,0x1.12268f7300000p+2,,,,,
1325,random,0x1.7a4c15a4c0000p+3,0x1.17c1b4d400000p+0,,,,,
1326,random,0x1.d624aeca00000p+0,0x1.58cef6bf00000p+2,,,,,
1327,random,0x1.02000282c0000p+3,0x1.089c22fd00000p+2,,,,,
1328,random,0x1.34ed482440000p+3,0x1.80beef0600000p+1,,,,,
1329,random,0x1.f6a8d09880000p+2,0x1.caaab90200000p+1,,,,,
1330,random,0x1.ee02e52680000p+2,0x1.57cce48800000p-1,,,,,
1331,random,0x1.7abd6a4a00000p+0,0x1.062f708d00000p+2,,,,,
1332,random,0x1.b2eb329b80000p+2,0x1.ccb427c200000p+1,,,,,
1333,random,0x1.2560cbf080000p+2,0x1.138e6a4f00000p+2,,,,,
1334,random,0x1.d869738800000p-2,0x1.065f2f3600000p+1,,,,,
1335,random,0x1.cd075c2200000p+0,0x1.956d1cde00000p+1,,,,,
1336,random,0x1.289c914a40000p+3,0x1.87d75a2d00000p+2,,,,,
1337,random,0x1.50e75eb840000p+3,0x1.ec41f8c800000p-1,,,,,
1338,random,0x1.7b599efd00000p+1,0x1.2b0809bf00000p+2,,,,,
1339,random,0x1.63fd5bb340000p+3,0x1.2a94140e00000p+1,,,,,
1340,random,0x1.0231776600000p+0,0x1.f18d211f00000p+2,,,,,
1341,random,0x1.13a6a935c0000p+3,0x1.1739659900000p+2,,,,,
1342,random,0x1.9eaf230900000p+1,0x1.805d40d600000p+1,,,,,
1343,random,0x1.ab5d3f3800000p-2,0x1.77965f3400000p+0,,,,,
1344,random,0x1.569bfd8e80000p+2,0x1.f5025ce800000p-1,,,,,
1345,random,0x1.e595659000000p-3,0x1.4f2b17c700000p+2,,,,,
1346,random,0x1.44287d0c00000p-1,0x1.641b757800000p-1,,,,,
1347,random,0x1.44c05808c0000p+3,0x1.00ef6c5000000p-2,,,,,
1348,random,0x1.2b1fffc300000p+1,0x1.530d998600000p+1,,,,,
1349,random,0x1.c7ff361480000p+2,0x1.8459558d00000p+2,,,,,
1350,random,0x1.1d9bd2f340000p+3,0x1.2116e9e500000p+2,,,,,
1351,random,0x1.ff2bd3bb80000p+2,0x1.797b312a00000p+1,,,,,
1352,random,0x1.19deb07040000p+3,0x1.4d925da600000p+1,,,,,
1353,random,0x1.f3990ac700000p+1,0x1.a59dbd8300000p+2,,,,,
1354,random,0x1.08df3a2800000p-2,0x1.8183391500000p+2,,,,,
1355,random,0x1.198c6b7440000p+3,0x1.246c73ff00000p+2,,,,,
1356,random,0x1.1727d1ba40000p+3,0x1.5601f08a00000p+1,,,,,
1357,random,0x1.527d591800000p-2,0x1.8e82fdc100000p+2,,,,,
1358,random,0x1.a1a3c75680000p+2,0x1.e427d80b00000p+2,,,,,
1359,random,0x1.98cbb41300000p+1,0x1.b6930fc200000p+1,,,,,
1360,random,0x1.9cb246bd00000p+1,0x1.8ea3460800000p-1,,,,,
1361,random,0x1.d4bd0f3900000p+1,0x1.cb3328ad00000p+2,,,,,
1362,random,0x1.f93cab9c80000p+2,0x1.01e2262e00000p+1,,,,,
1363,random,0x1.6398222000000p-4,0x1.9ae2cbb000000p-2,,,,,
1364,random,0x1.6b2aecca00000p+0,0x1.235d7b3f00000p+2,,,,,
1365,random,0x1.fe292e3600000p+0,0x1.ecd62a3200000p+1,,,,,
1366,random,0x1.b0c81e5f80000p+2,0x1.9138d44500000p+2,,,,,
1367,random,0x1.02f30a3b00000p+1,0x1.e43e4b8800000p-1,,,,,
1368,random,0x1.3800de8940000p+3,0x1.be4612bd00000p+2,,,,,
1369,random,0x1.849178f580000p+2,0x1.1f2a21cc00000p+0,,,,,
1370,random,0x1.20e242f380000p+2,0x1.d4e5a2a300000p+2,,,,,
1371,random,0x1.1db070ae00000p+0,0x1.0027dc3500000p+2,,,,,
1372,random,0x1.a16b585d00000p+1,0x1.cf368dfb00000p+2,,,,,
1373,random,0x1.383235aac0000p+3,0x1.230046ce00000p+1,,,,,
1374,random,0x1.52da899cc0000p+3,0x1.2ff1a96e00000p+1,,,,,
1375,random,0x1.8188242380000p+2,0x1.f136026300000p+2,,,,,
1376,random,0x1.6d21ae2bc0000p+3,0x1.3082dbe500000p+2,,,,,
1377,random,0x1.aec6567980000p+2,0x1.df170b6300000p+2,,,,,
1378,random,0x1.e6082e0f00000p+1,0x1.b8a00a4d00000p+2,,,,,
1379,random,0x1.54f8e97b40000p+3,0x1.6cafd30d00000p+2,,,,,
1380,random,0x1.5456780180000p+2,0x1.affd2c3000000p-2,,,,,
1381,random,0x1.712b46fd00000p+1,0x1.0987605d00000p+2,,,,,
1382,random,0x1.32d1954880000p+2,0x1.6d382d4800000p-1,,,,,
1383,random,0x1.c21c8d2480000p+2,0x1.1c24126e00000p+1,,,,,
1384,random,0x1.abb0aec600000p+0,0x1.9504121a00000p+1,,,,,
1385,random,0x1.373ca83dc0000p+3,0x1.d223a2b600000p+1,,,,,
1386,random,0x1.d27d770400000p-1,0x1.d14529b400000p+0,,,,,
1387,random,0x1.144e6240c0000p+3,0x1.7b384ee800000p-1,,,,,
1388,random,0x1.5276cd0980000p+2,0x1.5aca826700000p+2,,,,,
1389,random,0x1.83bc97ae00000p+0,0x1.6cda9ae600000p+1,,,,,
1390,random,0x1.3f6ba4c700000p+1,0x1.5e715d5c00000p+0,,,,,
1391,random,0x1.873159b900000p+1,0x1.50bbbdc700000p+2,,,,,
1392,random,0x1.723cf63440000p+3,0x1.adc2ce6300000p+2,,,,,
1393,random,0x1.0ce73e3600000p+0,0x1.b7c2c79900000p+2,,,,,
1394,random,0x1.d4945f5e80000p+2,0x1.a7deded600000p+1,,,,,
1395,random,0x1.42902cc540000p+3,0x1.67c734f200000p+1,,,,,
1396,random,0x1.236a4f3280000p+2,0x1.ce65695800000p-1,,,,,
1397,random,0x1.2b35cf6800000p-2,0x1.11d8553500000p+2,,,,,
1398,random,0x1.76979c6480000p+2,0x1.50e9d43d00000p+2,,,,,
1399,random,0x1.fbbda1e380000p+2,0x1.bbe2ddd400000p+0,,,,,
1400,random,0x1.02f5ea9e80000p+2,0x1.9945357000000p-2,,,,,
1401,random,0x1.3b466be1c0000p+3,0x1.608b06a800000p-1,,,,,
1402,random,0x1.d143adb700000p+1,0x1.5a6fea8600000p+1,,,,,
1403,random,0x1.4e00a34c00000p-1,0x1.82b41bea00000p+1,,,,,
1404,random,0x1.6f7a3f90c0000p+3,0x1.bb518a8b00000p+2,,,,,
1405,random,0x1.fdc8744080000p+2,0x1.a480629600000p+1,,,,,
1406,random,0x1.d028ccbe80000p+2,0x1.1603d9a300000p+2,,,,,
1407,random,0x1.ab4bc38000000p-6,0x1.b16e72bd00000p+2,,,,,
1408,random,0x1.1c1338cd00000p+1,0x1.82d45afb00000p+2,,,,,
1409,random,0x1.1b45403040000p+3,0x1.3a2f40d400000p+0,,,,,
1410,random,0x1.fea450ec00000p-1,0x1.ce89c77d00000p+2,,,,,
1411,random,0x1.f9e59a1b00000p+1,0x1.1af9ee5300000p+2,,,,,
1412,random,0x1.ba0f9f2480000p+2,0x1.941b5b1500000p+2,,,,,
1413,random,0x1.81c7d3a980000p+2,0x1.0a383f7700000p+2,,,,,
1414,random,0x1.1539864d40000p+3,0x1.43d2f84f00000p+2,,,,,
1415,random,0x1.6484b7dd80000p+2,0x1.b785bf8200000p+1,,,,,
1416,random,0x1.1dfa44ec40000p+3,0x1.62b7b66300000p+2,,,,,
1417,random,0x1.0af9984c40000p+3,0x1.1d1a980e00000p+1,,,,,
1418,random,0x1.7431cc9440000p+3,0x1.b299e99800000p-1,,,,,
1419,random,0x1.5d6bdcbfc0000p+3,0x1.0317201900000p+2,,,,,
1420,random,0x1.10fee91a40000p+3,0x1.6ad8313c00000p+0,,,,,
1421,random,0x1.4bf0f2a980000p+2,0x1.0e866dc700000p+2,,,,,
1422,random,0x1.1e1f097a80000p+2,0x1.340ef6a800000p-1,,,,,
1423,random,0x1.e4f75da180000p+2,0x1.0bb4811800000p-1,,,,,
1424,random,0x1.af4b2f9200000p+0,0x1.fc4143ae00000p+1,,,,,
1425,random,0x1.2b4f26ea40000p+3,0x1.fc9a17a700000p+2,,,,,
1426,random,0x1.8556d27880000p+2,0x1.b89513b600000p+1,,,,,
1427,random,0x1.767720bc40000p+3,0x1.8185fc6c00000p+0,,,,,
1428,random,0x1.37ebdb8040000p+3,0x1.93f1da6200000p+1,,,,,
1429,random,0x1.361d070800000p-2,0x1.a2afbeb800000p-1,,,,,
1430,random,0x1.378f8a7ac0000p+3,0x1.446df30200000p+1,,,,,
1431,random,0x1.d61b0b7400000p-1,0x1.3148708700000p+2,,,,,
1432,random,0x1.e1d1f5f100000p+1,0x1.fe5c76aa00000p+1,,,,,
1433,random,0x1.f620b6a780000p+2,0x1.c550c98f00000p+2,,,,,
1434,random,0x1.ddd5bd2280000p+2,0x1.4f34be8a00000p+1,,,,,
1435,random,0x1.0672dfe440000p+3,0x1.6f7402eb00000p+2,,,,,
1436,random,0x1.29d2175500000p+1,0x1.d8b239cc00000p+0,,,,,
1437,random,0x1.38d162c440000p+3,0x1.b3a32c6900000p+2,,,,,
1438,random,0x1.00da52c380000p+2,0x1.188e79c300000p+2,,,,,
1439,random,0x1.91986fce00000p+0,0x1.df045f9800000p-1,,,,,
1440,random,0x1.6450ba1700000p+1,0x1.1ac2b04c00000p+0,,,,,
1441,random,0x1.381451d180000p+2,0x1.fa63c69d00000p+2,,,,,
1442,random,0x1.3fcf35c540000p+3,0x1.105c778200000p+1,,,,,
1443,random,0x1.05adfbd940000p+3,0x1.0a4efb6900000p+2,,,,,
1444,random,0x1.1b98270d80000p+2,0x1.84d7c95400000p+0,,,,,
1445,random,0x1.85033ac000000p-5,0x1.28c99c4b00000p+2,,,,,
1446,random,0x1.525bb8b540000p+3,0x1.6fb5420c00000p+0,,,,,
1447,random,0x1.61fbad6900000p+1,0x1.1529922a00000p+1,,,,,
1448,random,0x1.61f343d980000p+2,0x1.03d9056d00000p+2,,,,,
1449,random,0x1.77939d9e00000p+0,0x1.385aa03400000p+0,,,,,
1450,random,0x1.59afe01a40000p+3,0x1.ae30106a00000p+1,,,,,
1451,random,0x1.158713e980000p+2,0x1.6c3c342a00000p+1,,,,,
1452,random,0x1.0239741000000p-3,0x1.0b29293100000p+2,,,,,
1453,random,0x1.58abc8ee40000p+3,0x1.eaf4deaa00000p+1,,,,,
1454,random,0x1.bd8b78fe80000p+2,0x1.5bf817ed00000p+2,,,,,
1455,random,0x1.0438346940000p+3,0x1.2c0fb8fb00000p+2,,,,,
1456,random,0x1.621bf13440000p+3,0x1.877c700c00000p+0,,,,,
1457,random,0x1.6df2bd29c0000p+3,0x1.bddb139a00000p+1,,,,,
1458,random,0x1.d24c907000000p-3,0x1.9844ca9100000p+2,,,,,
1459,random,0x1.c175d42f00000p+1,0x1.4a4a81c900000p+2,,,,,
1460,random,0x1.6c0ebb0380000p+2,0x1.e5c3d0e000000p-3,,,,,
1461,random,0x1.30310ee900000p+1,0x1.f170e84a00000p+1,,,,,
1462,random,0x1.74356a4680000p+2,0x1.0aee3c4f00000p+2,,,,,
1463,random,0x1.214ad75a40000p+3,0x1.f0666dae00000p+1,,,,,
1464,random,0x1.d352b4d380000p+2,0x1.aa5b71a400000p+0,,,,,
1465,random,0x1.33f5da7f00000p+1,0x1.cb54265600000p+1,,,,,
1466,random,0x1.72ffb87d80000p+2,0x1.456e0dc000000p-4,,,,,
1467,random,0x1.4db2df2d40000p+3,0x1.e4094faa00000p+1,,,,,
1468,random,0x1.118aa2a740000p+3,0x1.b447116f00000p+2,,,,,
1469,random,0x1.6e24d22c40000p+3,0x1.8f6558ac00000p+0,,,,,
1470,random,0x1.0263932940000p+3,0x1.4e19701a00000p+1,,,,,
1471,random,0x1.7849749740000p+3,0x1.6fb1502f00000p+2,,,,,
1472,random,0x1.53b6cc3340000p+3,0x1.6f88ece000000p-3,,,,,
1473,random,0x1.0a8f25e200000p+0,0x1.172f460a00000p+1,,,,,
1474,random,0x1.0082cf3dc0000p+3,0x1.053274d300000p+2,,,,,
1475,random,0x1.1ac7e65f40000p+3,0x1.ec4642e000000p-3,,,,,
1476,random,0x1.679b1b1d00000p+1,0x1.fc36588b00000p+2,,,,,
1477,random,0x1.d674945980000p+2,0x1.2382d3ce00000p+1,,,,,
1478,random,0x1.058f3d4800000p-2,0x1.7c27a8aa00000p+1,,,,,
1479,random,0x1.7ae3f0bc80000p+2,0x1.2d089dff00000p+2,,,,,
1480,random,0x1.5b4a7b9440000p+3,0x1.3a8f9bf500000p+2,,,,,
1481,random,0x1.eab22c9f80000p+2,0x1.51de8df700000p+2,,,,,
1482,random,0x1.08cb51ff40000p+3,0x1.f386209200000p+1,,,,,
